gene_symbol,log2fc,pvalue,padj
CARMIL2,0.4828838415788622,0.046645085,0.046645085
SMIM17,0.6939479039545869,0.001801126,0.001801126
PPM1N,0.611182348064208,0.039119717,0.039119717
FAM98C,0.31036363634966413,0.048293948,0.048293948
SYT6,0.6626075439322846,0.010983539,0.010983539
NBPF4,1.2616531223160874,0.0445592,0.0445592
MOB3C,-0.26960705896676224,0.035713858,0.035713858
ADRA2A,0.4399242291679192,0.032516872,0.032516872
METTL21A,-0.23545807940915708,0.033910451,0.033910451
SLC16A14,0.5723374552389918,0.023222063,0.023222063
LBX2-AS1,-0.5056109139290699,0.029587457,0.029587457
CPNE9,0.7075264562263578,0.033230303,0.033230303
MB21D2,0.7077512497426641,0.026500571,0.026500571
ADRA2C,0.40549959354124737,0.038899705,0.038899705
CIDECP1,0.3664119340070751,0.022704182,0.022704182
ODAPH,0.7031152452288685,0.028624342,0.028624342
SLC25A48,1.55683379898093,0.003992832,0.003992832
VPS37D,0.23989663048896656,0.042818284,0.042818284
CYP11A1,0.41510395405263273,0.045375768,0.045375768
RHOXF1,1.7541538845643412,0.027818027,0.027818027
ATP6AP1-DT,0.23404004794200786,0.011554512,0.011554512
SLC5A12,1.1228149406745629,0.009932691,0.009932691
C12orf50,0.9723322506024331,0.030487919,0.030487919
DAG1,-0.293584664329204,0.001393945,0.001393945
DGKG,-0.5297177609691331,0.021912506000000002,0.021912506000000002
CSNK1A1P1,-0.5828365903728284,0.023337919,0.023337919
LGI4,0.7462252611999143,0.026158776,0.026158776
CIMAP2,0.7671440098814097,0.037274141,0.037274141
CFD,0.5383356049593051,0.043494249,0.043494249
COL22A1,-2.924143420053244,0.002386678,0.002386678
DHPS,0.13721307213322992,0.036670103,0.036670103
EEF1B2,-0.1257365133072919,0.014667724,0.014667724
EFNA5,0.8887161044513627,0.023221119,0.023221119
TMT1B,-0.8374218333357646,0.013199923,0.013199923
SNAI3-AS1,0.8054739232526723,0.004402216,0.004402216
EIF4B,-0.18895386009751375,0.013328496,0.013328496
RPL22L1,-0.3562654449320395,0.011629653,0.011629653
ZBTB7C,0.658587423519383,0.016046107,0.016046107
SLC25A43,-0.9091982799170093,0.032917055,0.032917055
DMTN,0.3990819956928217,0.04329815,0.04329815
AMER3,0.5387089467622855,0.049592889,0.049592889
ESR2,0.3842146979677075,2.62e-5,2.62e-5
